anonymous_id,feature_01_entry_form,feature_02_ontological_locus,feature_03_operation_field,feature_04_consequence_field,feature_05_evidence_and_evaluators,feature_06_counterpart_and_topology,feature_07_internal_dependencies,feature_08_endpoint_and_provenance,feature_09_development_and_orientation,feature_10_expression_requirements,feature_11_evidence_requirements,feature_12_correction_and_protection,feature_13_continuity_and_transmission,feature_14_external_relations,feature_15_universality,feature_16_false_positive_and_open
X064,entry:inward_operation_orientation;residual:open,locus:sentient_inward,operation:communication_representation;operation:meaning_truth,consequence:communication_representation;consequence:meaning_truth,evaluator:counterpart;evaluator:skilled_peer;evidence:communication_representation;evidence:meaning_truth,counterpart:collective;counterpart:direct;topology:b;topology:c;topology:d;topology:j;topology:t,dependency:accepted_meaning;dependency:contemplative_design;dependency:selection_embodiment,endpoint:communication_representation;endpoint:meaning_truth;provenance:d;provenance:i;provenance:o,development:open_inquiry,expression:consequence_visibility;expression:language_representation,evidence_req:competence_peer_review,correction:unspecified,continuity:inquiry_records_verification;continuity:intergenerational_transmission,relation:enab;relation:evid;relation:trans;scope:n_evd;scope:s_con;scope:s_exp,universality:u_h,false_positive:verbal_display_proxy;open:yes
X065,entry:inward_operation_orientation;residual:closed,locus:embodied_person;locus:relational,operation:agency_action;operation:reciprocal_relation,consequence:agency_action;consequence:continuity_transmission;consequence:justice_protection;consequence:reciprocal_relation,evaluator:counterpart;evidence:agency_action;evidence:continuity_transmission;evidence:justice_protection;evidence:material_provision;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;topology:c;topology:d;topology:r;topology:t,dependency:evaluation_discrimination;dependency:relational_feedback;dependency:selection_embodiment,endpoint:agency_action;endpoint:continuity_transmission;endpoint:justice_protection;endpoint:material_provision;endpoint:reciprocal_relation;provenance:d;provenance:i,development:continuity_exposure,expression:unspecified,evidence_req:reciprocal_fulfilment,correction:dialogue_changed_fulfilment;correction:protection_appeal,continuity:relational_memory_repair,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_occ,universality:u_h,false_positive:material_sensory_proxy;open:no
X066,entry:inward_operation_orientation;residual:closed,locus:embodied_person;locus:sentient_inward,operation:agency_action;operation:meaning_truth,consequence:agency_action;consequence:meaning_truth,evaluator:counterpart;evaluator:first_person;evaluator:skilled_peer;evidence:agency_action;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:accepted_meaning;dependency:selection_embodiment,endpoint:agency_action;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:feedback_critique;development:material_access;development:open_inquiry;development:practice_skill,expression:material_means,evidence_req:competence_peer_review;evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:unspecified,continuity:care_succession_agency;continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:enab;relation:evid;relation:sust;scope:n_evd;scope:s_con;scope:s_exp,universality:u_h,false_positive:output_efficiency_proxy;open:no
X067,entry:role_relation;residual:open,locus:relational,operation:care_development;operation:inquiry_discrimination;operation:meaning_truth,consequence:care_development;consequence:inquiry_discrimination;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:unspecified;evidence:aesthetic_affinity;evidence:agency_action;evidence:continuity_transmission;evidence:inquiry_discrimination;evidence:reciprocal_relation,counterpart:direct;counterpart:durable;topology:b;topology:d;topology:r;topology:t,dependency:accepted_meaning;dependency:contemplative_design;dependency:relational_feedback;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:agency_action;endpoint:care_development;endpoint:continuity_transmission;endpoint:inquiry_discrimination;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i;provenance:o,development:continuity_exposure;development:noncoercive_agency;development:relational_experience,expression:counterpart_participation,evidence_req:unspecified,correction:protection_appeal;correction:redesign_procedure;correction:repair_restitution,continuity:intergenerational_transmission,relation:const;relation:evid;relation:prot;scope:n_cor;scope:n_evd;scope:n_occ,universality:u_h,false_positive:authority_status_proxy;false_positive:compliance_force_proxy;open:yes
X068,entry:role_relation;residual:closed,locus:embodied_person;locus:relational,operation:unspecified,consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:collective_public;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;topology:c;topology:d;topology:j;topology:r;topology:t,dependency:accepted_meaning;dependency:evaluation_discrimination;dependency:relational_feedback;dependency:selection_embodiment,endpoint:collective_public;endpoint:reciprocal_relation;provenance:d;provenance:i,development:continuity_exposure;development:relational_experience,expression:counterpart_participation,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:unspecified,continuity:intergenerational_transmission;continuity:relational_memory_repair,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_occ;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;open:no
X069,entry:role_relation;residual:open,locus:embodied_person;locus:relational,operation:care_development;operation:meaning_truth;operation:reciprocal_relation,consequence:care_development;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:affected_party;evidence:collective_public;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;topology:c;topology:d;topology:j;topology:r;topology:t,dependency:realised_orientation;dependency:relational_feedback;dependency:selection_embodiment,endpoint:care_development;endpoint:collective_public;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i;provenance:o,development:noncoercive_agency;development:open_inquiry;development:relational_experience,expression:unspecified,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:protection_appeal;correction:repair_restitution,continuity:care_succession_agency;continuity:intergenerational_transmission,relation:const;relation:evid;relation:prot;scope:n_cor;scope:n_evd;scope:n_occ,universality:u_h,false_positive:authority_status_proxy;false_positive:care_control_proxy;open:yes
X070,entry:inward_operation_orientation;residual:closed,locus:embodied_person,operation:agency_action,consequence:agency_action,evaluator:affected_party;evaluator:counterpart;evaluator:future_ecological;evidence:agency_action;evidence:collective_public;evidence:ecological_continuity;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:realised_orientation;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:ecological_continuity;endpoint:reciprocal_relation;provenance:d;provenance:i,development:feedback_critique;development:practice_skill;development:relational_experience,expression:consequence_visibility;expression:counterpart_participation;expression:material_means,evidence_req:affected_party_voice;evidence_req:long_horizon_effect;evidence_req:reciprocal_fulfilment,correction:repair_restitution,continuity:inquiry_records_verification;continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:authority_status_proxy;false_positive:compliance_force_proxy;open:no
X071,entry:role_relation;residual:closed,locus:relational,operation:meaning_truth,consequence:agency_action;consequence:collective_public;consequence:material_provision;consequence:meaning_truth,evaluator:affected_party;evidence:agency_action;evidence:collective_public;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:t,dependency:contemplative_design;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:material_provision;endpoint:meaning_truth;endpoint:skill_design;provenance:d;provenance:i,development:noncoercive_agency;development:practice_skill,expression:consequence_visibility;expression:language_representation,evidence_req:affected_party_voice;evidence_req:bodily_material_effect,correction:protection_appeal;correction:redesign_procedure;correction:repair_restitution;correction:retraining_changed_means,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:const;relation:enab;relation:sust;scope:n_exp;scope:s_con,universality:u_h,false_positive:compliance_force_proxy;false_positive:output_efficiency_proxy;open:no
X072,entry:role_relation;residual:closed,locus:embodied_person;locus:relational,operation:unspecified,consequence:agency_action;consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:agency_action;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:relational_feedback;dependency:selection_embodiment,endpoint:agency_action;endpoint:reciprocal_relation;provenance:d;provenance:i,development:relational_experience,expression:counterpart_participation,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:dialogue_changed_fulfilment;correction:redesign_procedure,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:relational_memory_repair,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_occ,universality:u_h,false_positive:compliance_force_proxy;open:no
X073,entry:criterion_result;residual:closed,locus:embodied_person;locus:relational,operation:material_provision,consequence:material_provision;consequence:reciprocal_relation,evaluator:future_ecological;evidence:agency_action;evidence:ecological_continuity;evidence:material_provision,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:selection_embodiment,endpoint:agency_action;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;provenance:d;provenance:i,development:unspecified,expression:embodied_capability;expression:material_means,evidence_req:long_horizon_effect,correction:unspecified,continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd,universality:u_h,false_positive:authority_status_proxy;open:no
X074,entry:criterion_result;residual:closed,locus:embodied_person;locus:material_ecological,operation:material_provision,consequence:agency_action;consequence:collective_public;consequence:ecological_continuity;consequence:material_provision,evaluator:affected_party;evaluator:skilled_peer;evidence:agency_action;evidence:collective_public;evidence:ecological_continuity;evidence:justice_protection;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:accepted_meaning;dependency:contemplative_design;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:ecological_continuity;endpoint:justice_protection;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:material_access;development:practice_skill,expression:material_means,evidence_req:affected_party_voice;evidence_req:competence_peer_review,correction:redesign_procedure;correction:repair_restitution;correction:retraining_changed_means,continuity:care_succession_agency;continuity:ecological_regeneration;continuity:intergenerational_transmission;continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:trans;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:harm_displacement_proxy;false_positive:output_efficiency_proxy;open:no
X075,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:bodily_health;operation:inquiry_discrimination,consequence:agency_action;consequence:bodily_health;consequence:care_development;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:inquiry_discrimination;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:selection_embodiment,endpoint:agency_action;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability,expression:unspecified,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:repair_restitution;correction:treatment_accommodation,continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:output_efficiency_proxy;open:no
X076,entry:bodily_process_state;residual:closed,locus:embodied_person;locus:sentient_inward,operation:agency_action;operation:bodily_health,consequence:agency_action;consequence:bodily_health;consequence:care_development,evaluator:skilled_peer;evidence:agency_action;evidence:care_development;evidence:inquiry_discrimination;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:selection_embodiment,endpoint:agency_action;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:material_access;development:relational_experience,expression:embodied_capability;expression:language_representation,evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:reserve_reliable_provision,relation:enab;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;open:no
X077,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:sentient_inward,operation:bodily_health;operation:inquiry_discrimination,consequence:bodily_health;consequence:care_development;consequence:inquiry_discrimination,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:evaluation_discrimination,endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;provenance:d;provenance:i,development:bodily_capability,expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:repair_restitution;correction:treatment_accommodation,continuity:unspecified,relation:const;relation:prot;relation:sust;scope:n_cor;scope:n_exp;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;false_positive:private_state_proxy;false_positive:short_term_satisfaction_proxy;open:no
X078,entry:inward_operation_orientation;residual:closed,locus:sentient_inward,operation:agency_action,consequence:agency_action,evaluator:affected_party;evaluator:counterpart;evaluator:first_person;evidence:agency_action;evidence:collective_public;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:accepted_meaning;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:reciprocal_relation;provenance:d;provenance:i,development:open_inquiry,expression:embodied_capability;expression:language_representation;expression:material_means;expression:timing_discretion,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:repair_restitution,continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:corr;relation:enab;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:unspecified;open:no
X079,entry:inward_operation_orientation;residual:open,locus:embodied_person;locus:sentient_inward,operation:communication_representation,consequence:care_development;consequence:communication_representation,evaluator:counterpart;evidence:care_development;evidence:communication_representation,counterpart:collective;counterpart:direct;topology:b;topology:c;topology:d;topology:j;topology:t,dependency:contemplative_design;dependency:realised_orientation,endpoint:care_development;endpoint:communication_representation;provenance:d;provenance:i;provenance:o,development:feedback_critique,expression:language_representation;expression:material_means,evidence_req:unspecified,correction:unspecified,continuity:unspecified,relation:enab;relation:evid;scope:n_evd;scope:s_exp,universality:u_h,false_positive:output_efficiency_proxy;false_positive:private_state_proxy;open:yes
X080,entry:inward_operation_orientation;residual:open,locus:embodied_person;locus:sentient_inward,operation:agency_action;operation:meaning_truth,consequence:agency_action;consequence:bodily_health;consequence:meaning_truth,evaluator:counterpart;evaluator:first_person;evidence:aesthetic_affinity;evidence:agency_action;evidence:meaning_truth;evidence:reciprocal_relation;evidence:skill_design,counterpart:collective;counterpart:direct;topology:b;topology:c;topology:d;topology:j;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:agency_action;endpoint:bodily_health;endpoint:meaning_truth;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:noncoercive_agency;development:relational_experience,expression:embodied_capability;expression:language_representation,evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:unspecified,continuity:unspecified,relation:enab;relation:evid;scope:n_evd;scope:s_exp,universality:u_h,false_positive:unspecified;open:yes
X081,entry:inward_operation_orientation;residual:closed,locus:embodied_person,operation:meaning_truth,consequence:agency_action;consequence:meaning_truth,evaluator:affected_party;evaluator:counterpart;evidence:agency_action;evidence:collective_public;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;topology:b;topology:c;topology:d;topology:j;topology:r;topology:t,dependency:realised_orientation;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:continuity_exposure,expression:consequence_visibility;expression:counterpart_participation;expression:language_representation,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:protection_appeal,continuity:inquiry_records_verification;continuity:public_review_dissent,relation:corr;relation:evid;relation:trans;scope:n_cor;scope:n_evd;scope:s_con,universality:u_h,false_positive:authority_status_proxy;open:no
X082,entry:role_relation;residual:closed,locus:embodied_person;locus:relational;locus:sentient_inward,operation:communication_representation,consequence:care_development;consequence:communication_representation;consequence:justice_protection;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:counterpart;evidence:care_development;evidence:communication_representation;evidence:justice_protection;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;topology:b;topology:c;topology:d;topology:j;topology:t,dependency:selection_embodiment,endpoint:care_development;endpoint:communication_representation;endpoint:justice_protection;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:open_inquiry;development:practice_skill,expression:counterpart_participation;expression:language_representation;expression:material_means;expression:timing_discretion,evidence_req:unspecified,correction:dialogue_changed_fulfilment;correction:protection_appeal;correction:renewed_inquiry,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:const;relation:corr;relation:prot;scope:n_cor;scope:n_exp;scope:n_occ,universality:u_h,false_positive:unspecified;open:no
X083,entry:role_relation;residual:closed,locus:relational,operation:inquiry_discrimination;operation:meaning_truth,consequence:care_development;consequence:inquiry_discrimination;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:affected_party;evaluator:skilled_peer;evidence:care_development;evidence:collective_public;evidence:meaning_truth,counterpart:collective;counterpart:direct;counterpart:durable;topology:b;topology:c;topology:d;topology:r;topology:t,dependency:accepted_meaning;dependency:relational_feedback;dependency:selection_embodiment,endpoint:care_development;endpoint:collective_public;endpoint:inquiry_discrimination;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:open_inquiry;development:practice_skill,expression:language_representation;expression:material_means;expression:timing_discretion,evidence_req:affected_party_voice;evidence_req:competence_peer_review,correction:protection_appeal;correction:renewed_inquiry,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:const;relation:corr;relation:enab;relation:trans;scope:n_con;scope:n_cor;scope:n_exp;scope:n_occ,universality:u_h,false_positive:authority_status_proxy;false_positive:care_control_proxy;false_positive:compliance_force_proxy;false_positive:verbal_display_proxy;open:no
X084,entry:inward_operation_orientation;residual:closed,locus:embodied_person,operation:agency_action;operation:meaning_truth,consequence:agency_action;consequence:ecological_continuity;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:agency_action;evidence:collective_public;evidence:ecological_continuity;evidence:material_provision;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:accepted_meaning;dependency:realised_orientation,endpoint:agency_action;endpoint:collective_public;endpoint:ecological_continuity;endpoint:material_provision;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:continuity_exposure;development:feedback_critique;development:practice_skill,expression:consequence_visibility;expression:counterpart_participation;expression:embodied_capability;expression:material_means,evidence_req:affected_party_voice;evidence_req:bodily_material_effect;evidence_req:reciprocal_fulfilment,correction:renewed_inquiry;correction:repair_restitution,continuity:intergenerational_transmission,relation:corr;relation:evid;relation:trans;scope:n_con;scope:n_cor;scope:n_evd,universality:u_h,false_positive:authority_status_proxy;open:no
X085,entry:role_relation;residual:closed,locus:relational,operation:inquiry_discrimination;operation:meaning_truth,consequence:inquiry_discrimination;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:skilled_peer;evidence:agency_action;evidence:communication_representation;evidence:meaning_truth,counterpart:direct;counterpart:durable;topology:b;topology:d;topology:j;topology:r;topology:t,dependency:accepted_meaning;dependency:contemplative_design,endpoint:agency_action;endpoint:communication_representation;endpoint:inquiry_discrimination;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:material_access;development:noncoercive_agency;development:open_inquiry;development:practice_skill,expression:counterpart_participation,evidence_req:competence_peer_review,correction:unspecified,continuity:care_succession_agency;continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:enab;relation:prot;scope:n_con;scope:n_cor;scope:n_occ,universality:u_h,false_positive:care_control_proxy;false_positive:compliance_force_proxy;open:no
X086,entry:inward_operation_orientation;residual:closed,locus:unspecified,operation:meaning_truth,consequence:inquiry_discrimination;consequence:meaning_truth,evaluator:unspecified;evidence:inquiry_discrimination;evidence:meaning_truth,counterpart:direct;topology:b;topology:d;topology:j;topology:t,dependency:accepted_meaning;dependency:contemplative_design;dependency:realised_orientation,endpoint:inquiry_discrimination;endpoint:meaning_truth;provenance:d;provenance:i,development:material_access;development:noncoercive_agency;development:open_inquiry,expression:unspecified,evidence_req:unspecified,correction:renewed_inquiry,continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:enab;relation:evid;relation:trans;scope:n_evd;scope:s_con;scope:s_exp,universality:u_h,false_positive:unspecified;open:no
X087,entry:role_relation;residual:closed,locus:unspecified,operation:unspecified,consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:reciprocal_relation,counterpart:direct;counterpart:durable;topology:d;topology:r;topology:t,dependency:evaluation_discrimination;dependency:relational_feedback;dependency:selection_embodiment,endpoint:reciprocal_relation;provenance:d;provenance:i,development:noncoercive_agency;development:relational_experience,expression:counterpart_participation,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:protection_appeal;correction:redesign_procedure,continuity:relational_memory_repair,relation:const;relation:corr;relation:evid;scope:n_evd;scope:n_occ;scope:s_cor,universality:u_h,false_positive:unspecified;open:no
X088,entry:inward_operation_orientation;residual:open,locus:collective_public;locus:embodied_person;locus:relational,operation:agency_action;operation:material_provision;operation:meaning_truth,consequence:agency_action;consequence:material_provision;consequence:meaning_truth,evaluator:affected_party;evaluator:body_material;evidence:collective_public;evidence:material_provision;evidence:meaning_truth,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:accepted_meaning,endpoint:agency_action;endpoint:collective_public;endpoint:material_provision;endpoint:meaning_truth;provenance:d;provenance:i,development:feedback_critique;development:relational_experience,expression:unspecified,evidence_req:affected_party_voice;evidence_req:bodily_material_effect,correction:repair_restitution,continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:output_efficiency_proxy;open:yes
X089,entry:role_relation;residual:closed,locus:relational,operation:unspecified,consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:reciprocal_relation,counterpart:direct;counterpart:durable;topology:d;topology:r;topology:t,dependency:evaluation_discrimination;dependency:relational_feedback;dependency:selection_embodiment,endpoint:reciprocal_relation;provenance:d;provenance:i,development:noncoercive_agency;development:relational_experience,expression:counterpart_participation,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment,correction:unspecified,continuity:relational_memory_repair,relation:const;relation:evid;relation:prot;scope:n_evd;scope:n_occ;scope:s_cor,universality:u_h,false_positive:care_control_proxy;open:no
X090,entry:role_relation;residual:open,locus:embodied_person;locus:relational,operation:material_provision;operation:meaning_truth,consequence:agency_action;consequence:care_development;consequence:continuity_transmission;consequence:material_provision;consequence:meaning_truth,evaluator:affected_party;evidence:agency_action;evidence:care_development;evidence:collective_public;evidence:continuity_transmission;evidence:material_provision;evidence:meaning_truth,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:contemplative_design;dependency:selection_embodiment,endpoint:agency_action;endpoint:care_development;endpoint:collective_public;endpoint:continuity_transmission;endpoint:material_provision;endpoint:meaning_truth;provenance:d;provenance:i,development:practice_skill;development:relational_experience,expression:counterpart_participation;expression:material_means,evidence_req:affected_party_voice;evidence_req:long_horizon_effect,correction:ecological_restoration,continuity:care_succession_agency;continuity:ecological_regeneration;continuity:intergenerational_transmission;continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:verbal_display_proxy;open:yes
X091,entry:inward_operation_orientation;residual:open,locus:embodied_person;locus:sentient_inward,operation:meaning_truth,consequence:agency_action;consequence:communication_representation;consequence:meaning_truth,evaluator:affected_party;evaluator:counterpart;evaluator:first_person;evaluator:skilled_peer;evidence:agency_action;evidence:collective_public;evidence:communication_representation,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:accepted_meaning;dependency:contemplative_design;dependency:realised_orientation;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:communication_representation;endpoint:meaning_truth;provenance:d;provenance:i;provenance:o,development:feedback_critique;development:practice_skill,expression:consequence_visibility;expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:affected_party_voice;evidence_req:competence_peer_review;evidence_req:self_noncontradiction,correction:repair_restitution,continuity:reserve_reliable_provision,relation:corr;relation:enab;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:unspecified;open:yes
X092,entry:inward_operation_orientation;residual:open,locus:sentient_inward,operation:justice_protection;operation:meaning_truth,consequence:unspecified,evaluator:first_person;evidence:justice_protection;evidence:meaning_truth,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:accepted_meaning;dependency:contemplative_design,endpoint:unspecified;provenance:d;provenance:i;provenance:o,development:feedback_critique;development:material_access;development:open_inquiry;development:practice_skill,expression:consequence_visibility,evidence_req:self_noncontradiction,correction:retraining_changed_means,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:enab;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:unspecified;open:yes
X093,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:sentient_inward,operation:inquiry_discrimination,consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:bodily_health;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability,expression:embodied_capability,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;open:no
